"(Intercept)","ForestLossZOI","V.TShan","V.NStemsT","PA_area","Latitude","RainTotal","V.Cstorage2","Elev.CV","df","logLik","AICc","delta","weight"
0.284406159571429,0.00711399293778762,0.00872794093827403,NA,NA,NA,NA,NA,NA,4,45.2233596522633,-78.0022748600822,0,0.232714180242213
0.284406159571429,NA,0.00758010359721553,NA,NA,NA,NA,NA,NA,3,42.3859564385814,-76.3719128771627,1.63036198291954,0.10298980624752
0.284406159571429,0.00850055954560676,0.00964083580990987,-0.00475680496089539,NA,NA,NA,NA,NA,5,46.8348674767235,-76.1697349534469,1.83253990663533,0.0930876063028762
0.284406159571429,NA,NA,NA,NA,NA,NA,NA,NA,2,40.0885625274945,-75.0862159640798,2.9160588960024,0.0541512771359241
0.284406159571429,0.00570574631635933,NA,NA,NA,NA,NA,NA,NA,3,41.2967376726539,-74.1934753453077,3.80879951477453,0.0346539338055554
0.284406159571429,NA,0.00923487922601187,NA,-0.00445428224184724,NA,NA,NA,NA,4,43.2460879496143,-74.0477314547842,3.95454340529804,0.0322184510904763
0.284406159571429,0.0074768993130669,0.00862243741380376,NA,NA,-0.00222900297393143,NA,NA,NA,5,45.57362627854,-73.64725255708,4.3550223030022,0.0263719212419559
0.284406159571429,0.00763051295860505,NA,NA,NA,NA,0.00644910681340843,NA,NA,4,43.0290891651284,-73.6137338858123,4.38854097426994,0.0259336283699822
0.284406159571429,NA,NA,NA,NA,NA,NA,-0.00499783131203399,NA,3,40.9963506334179,-73.5927012668357,4.40957359324649,0.0256623313299937
0.284406159571429,0.00881033158450376,0.00979143499165618,NA,NA,NA,NA,0.00273666206093935,NA,5,45.5178546371304,-73.5357092742607,4.46656558582153,0.0249413785506679
0.284406159571429,0.00646787569978086,0.00926974160313753,NA,-0.0017390238824048,NA,NA,NA,NA,5,45.3813008438403,-73.2626016876807,4.73967317240155,0.0217578458259988
0.284406159571429,0.00746966654848101,0.00774434425104476,NA,NA,NA,0.00172346449621587,NA,NA,5,45.3496642170558,-73.1993284341116,4.80294642597065,0.0210802755102868
0.284406159571429,NA,0.00669539240764715,NA,NA,NA,NA,-0.00306556446638391,NA,4,42.8060246043693,-73.1676047642942,4.834670095788,0.020748541570075
0.284406159571429,0.0074104422162311,0.00863361004851581,NA,NA,NA,NA,NA,-0.00118746138143617,5,45.3165541897315,-73.1331083794629,4.86916648061933,0.0203937354113743
0.284406159571429,NA,NA,NA,NA,NA,0.00417174388069799,NA,NA,3,40.7084128866291,-73.0168257732583,4.98544908682398,0.0192418282268548
0.284406159571429,NA,0.00791213311118268,-0.00229173039182524,NA,NA,NA,NA,NA,4,42.6336269815981,-72.8228095187517,5.17946534133051,0.0174628948503208
0.284406159571429,0.0106484689347636,NA,NA,NA,NA,0.0102398115373225,NA,-0.00718795764413461,5,45.1324197601731,-72.7648395203461,5.23743533973609,0.0169639980464366
0.284406159571429,NA,0.00750378503448506,NA,NA,-0.00103691441172388,NA,NA,NA,4,42.4367491728217,-72.429053901199,5.57322095888321,0.0143421180554977
0.284406159571429,NA,0.00765679513479801,NA,NA,NA,NA,NA,0.000640591406395565,4,42.4051248941028,-72.3658053437612,5.63646951632103,0.0138956556505715
0.284406159571429,NA,0.00796683735045649,NA,NA,NA,-0.000640280414442942,NA,NA,4,42.3982908103345,-72.3521371762245,5.65013768385774,0.0138010153341099
0.284406159571429,NA,NA,NA,NA,-0.00158920501777128,NA,NA,NA,3,40.1751807233361,-71.9503614466722,6.05191341341008,0.0112892878656808
0.284406159571429,NA,NA,-0.001145408066686,NA,NA,NA,NA,NA,3,40.1334243025302,-71.8668486050604,6.13542625502184,0.0108275940340351
0.284406159571429,NA,NA,NA,-0.00102350434131065,NA,NA,NA,NA,3,40.1243601717615,-71.8487203435231,6.15355451655918,0.0107298947542256
0.284406159571429,NA,NA,NA,NA,NA,NA,NA,-0.000276079323150741,3,40.0911609719042,-71.7823219438083,6.21995291627393,0.0103795191103726
0.284406159571429,0.00958172068617145,0.00959672568333382,-0.00581038112952033,NA,NA,NA,NA,-0.0031005575307982,6,47.5786827362452,-71.1573654724903,6.84490938759193,0.00759398367835068
0.284406159571429,0.0064413544054772,NA,-0.00282354883371272,NA,NA,NA,NA,NA,4,41.6044164990126,-70.7643885535807,7.23788630650152,0.00623929910446521
0.284406159571429,0.0132441049555789,NA,-0.00587858170493343,NA,NA,0.0114725326993304,NA,-0.0098404837105342,6,47.3780502853934,-70.7561005707867,7.2461742892955,0.00621349700142382
0.284406159571429,0.00615545492878726,NA,NA,NA,-0.00263839052327746,NA,NA,NA,4,41.5760121261814,-70.7075798079184,7.29469505216385,0.00606456902333159
0.284406159571429,0.00423618262446093,NA,NA,NA,NA,NA,-0.00263762138310922,NA,4,41.4938121698045,-70.5431798951645,7.45909496491772,0.00558600031471066
0.284406159571429,0.00620571314854318,NA,NA,NA,NA,NA,NA,-0.00190487459797624,4,41.4349469986272,-70.42544955281,7.57682530727222,0.00526667036028719
0.284406159571429,0.010145186627366,0.0106716854116634,-0.00473229844467258,NA,NA,NA,0.00266476137273873,NA,6,47.1877832816049,-70.3755665632098,7.62670829687239,0.00513693633446977
0.284406159571429,NA,NA,NA,NA,NA,0.00324862528082538,-0.00430050191127666,NA,4,41.3983351617761,-70.3522258791078,7.65004898097447,0.00507733499084374
0.284406159571429,0.00641548541512549,NA,NA,0.0016826067609803,NA,NA,NA,NA,4,41.3916541390862,-70.338863833728,7.66341102635425,0.00504352626475607
0.284406159571429,0.00862938408682304,0.0100774324756024,-0.00647030320034172,NA,0.00227653461237209,NA,NA,NA,6,47.0516838974147,-70.1033677948294,7.89890706525284,0.00448329144267402
0.284406159571429,NA,NA,NA,NA,-0.00256376952851075,NA,-0.00545579547300122,NA,4,41.2477333087436,-70.0510221730428,7.95125268703943,0.00436747335734961
0.284406159571429,NA,NA,-0.00239758176807433,NA,NA,NA,-0.00553976558536202,NA,4,41.2112860019891,-69.9781275595337,8.02414730054858,0.0042111566810315
0.284406159571429,0.00809177904305108,0.00992701527985028,-0.00462708400731809,-0.000998459966711671,NA,NA,NA,NA,6,46.8986184591425,-69.797236918285,8.20503794179722,0.0038469938896311
0.284406159571429,0.00861243402271842,0.00923043620485556,-0.00465558762686973,NA,NA,0.000685068295032562,NA,NA,6,46.858985750239,-69.717971500478,8.28430335960419,0.00369750891437306
0.284406159571429,NA,NA,NA,NA,NA,NA,-0.00514313869227735,-0.00101347724231481,4,41.0354984354491,-69.6265524264538,8.37572243362845,0.00353230202280659
0.284406159571429,0.00826211608856753,NA,NA,NA,-0.00320370874105681,0.00673570672936081,NA,NA,5,43.5620027652499,-69.6240055304999,8.37826932958235,0.00352780668283997
0.284406159571429,NA,NA,NA,-0.000932700051036593,NA,NA,-0.0049808274775195,NA,4,41.030178507309,-69.6159125701736,8.38636228990867,0.00351356032631707
0.284406159571429,NA,0.00837619228095878,NA,-0.00408959304590183,NA,NA,-0.00250593509236338,NA,5,43.5547191413568,-69.6094382827135,8.3928365773687,0.00350220481616226
0.284406159571429,NA,0.0095491375389599,-0.00224217916561446,-0.00442577059007873,NA,NA,NA,NA,5,43.5145175772608,-69.5290351545215,8.4732397055607,0.00336420323018908
0.284406159571429,NA,NA,NA,-0.00260395929321553,NA,0.00499556300832451,NA,NA,4,40.9394253109653,-69.4344061774862,8.56786868259603,0.00320873463596356
0.284406159571429,NA,NA,NA,NA,NA,0.00510854701595459,NA,-0.00233001543911485,4,40.879996579394,-69.3155487143436,8.68672614573865,0.00302359927136032
0.284406159571429,0.00829792419150414,NA,-0.00264749859419596,NA,NA,0.00637428415516377,NA,NA,5,43.3762520726987,-69.2525041453974,8.74977071468486,0.00292977506066725
0.284406159571429,NA,0.00918423351745434,NA,-0.00460588648121384,-0.00145332454807596,NA,NA,NA,5,43.3583396398661,-69.2166792797323,8.78559558034996,0.00287776288467391
0.284406159571429,NA,NA,NA,NA,-0.00171855162109698,0.00422436453242502,NA,NA,4,40.8191698226195,-69.1938952007945,8.80837965928778,0.00284516532518961
0.284406159571429,NA,0.00931082221632967,NA,-0.00512253168830978,NA,NA,NA,-0.0014393024811489,5,43.3353250287989,-69.1706500575978,8.83162480248448,0.0028122886135487
0.284406159571429,NA,NA,-0.000721362090754988,NA,NA,0.00409708328174538,NA,NA,4,40.7276104700863,-69.0107764957281,8.9914983643541,0.00259623371620436
0.284406159571429,NA,0.00923215141889261,NA,-0.00445479801200653,NA,4.83341685294771e-06,NA,NA,5,43.2460887314282,-68.9921774628564,9.01009739722579,0.00257220191335298
0.284406159571429,NA,0.00695442598315185,-0.00298131899063347,NA,NA,NA,-0.00366468683833525,NA,5,43.2399507219815,-68.979901443963,9.02237341611921,0.00255646206878404
0.284406159571429,0.010116621192028,NA,NA,-0.0058910260239605,NA,0.0134629943313933,NA,-0.010963925902158,6,46.478998121117,-68.9579962422339,9.04427861784829,0.00252861493775171
0.284406159571429,0.00845085559796883,NA,NA,NA,NA,0.00695215087177939,0.00120290916949391,NA,5,43.0690104868723,-68.6380209737445,9.36425388633774,0.00215477015908802
0.284406159571429,0.0077016359678477,NA,NA,0.000197893590641579,NA,0.00640772587500228,NA,NA,5,43.0306786543419,-68.5613573086839,9.44091755139837,0.00207373686926254
0.284406159571429,NA,0.00645938156996039,NA,NA,-0.00172871075179281,NA,-0.00344247462901002,NA,5,42.9503218771055,-68.4006437542111,9.60163110587118,0.00191361754513494
